[2024-10-09 21:35:20] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-09 21:35:20] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-09 21:35:20] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-09 21:35:21] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-09 21:35:21] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-09 21:35:21] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-09 21:35:21] [class-ss-setup-task.php:33] Creating archive directory: C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720\
[2024-10-09 21:35:21] [class-ss-setup-task.php:72] Adding origin URL to queue: http://billytheplumber.local/
[2024-10-09 21:35:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:27] [class-ss-page.php:119] Checking Content Identical:5cc0a8273b011cf7d3b6597dd6203167c6ec67b2===. Value: FALSE
[2024-10-09 21:35:27] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css
[2024-10-09 21:35:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 573
[2024-10-09 21:35:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f71fe165e-CaxqTj.tmp
[2024-10-09 21:35:27] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css?simply_static_page=1698
[2024-10-09 21:35:27] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css?simply_static_page=1698
[2024-10-09 21:35:27] [class-ss-url-fetcher.php:103] Filesize: 277 bytes
[2024-10-09 21:35:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css
[2024-10-09 21:35:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f71fe165e-CaxqTj.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css
[2024-10-09 21:35:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:27] [class-ss-page.php:119] Checking Content Identical:e31952fa57c6198bddcfd20384a61fd379e7b487===. Value: FALSE
[2024-10-09 21:35:27] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css
[2024-10-09 21:35:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 573
[2024-10-09 21:35:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f71fe9727-7cSp5U.tmp
[2024-10-09 21:35:27] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css?simply_static_page=1699
[2024-10-09 21:35:27] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css?simply_static_page=1699
[2024-10-09 21:35:27] [class-ss-url-fetcher.php:103] Filesize: 253 bytes
[2024-10-09 21:35:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css
[2024-10-09 21:35:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f71fe9727-7cSp5U.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css
[2024-10-09 21:35:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:27] [class-ss-page.php:119] Checking Content Identical:63095327707fe61099ccc9925c55f8ed35a14a62===. Value: FALSE
[2024-10-09 21:35:27] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.css
[2024-10-09 21:35:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 573
[2024-10-09 21:35:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f71ff210c-huJggs.tmp
[2024-10-09 21:35:27] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.css?simply_static_page=1700
[2024-10-09 21:35:27] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.css?simply_static_page=1700
[2024-10-09 21:35:27] [class-ss-url-fetcher.php:103] Filesize: 835 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f71ff210c-huJggs.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:2342e453403a3cd508144bffba52ff5349d76e1d===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.min.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f72005fd8-p152pK.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.min.css?simply_static_page=1701
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.min.css?simply_static_page=1701
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 713 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.min.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f72005fd8-p152pK.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz-out.min.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:70dac3e31867fa0b5aa3acc4de42bb3f5f9adeef===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7200e533-sYXynN.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.css?simply_static_page=1702
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.css?simply_static_page=1702
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 397 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7200e533-sYXynN.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:3d67796edf4d88aacc8e00b731e444c6731baca3===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.min.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7201678c-9O8tVr.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.min.css?simply_static_page=1703
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.min.css?simply_static_page=1703
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 355 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.min.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7201678c-9O8tVr.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.min.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:9ab20e323d09738b7d3c6f44607f4d2cd7f699ba===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7201e39d-VSNJQO.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.css?simply_static_page=1704
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.css?simply_static_page=1704
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 267 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7201e39d-VSNJQO.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:fba16a30b184a5d248b788ea035f22de987a9e1f===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f720265d7-JO0rMc.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min.css?simply_static_page=1705
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min.css?simply_static_page=1705
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 244 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f720265d7-JO0rMc.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:abc251343f85dd43124f048b2980a988aa3bdf7f===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7202ea4d-mBlHPu.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.css?simply_static_page=1706
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.css?simply_static_page=1706
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 259 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7202ea4d-mBlHPu.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:4321b6b8da55edf445b78a916e52920d773b27ec===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f72036888-z2dyoz.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css?simply_static_page=1707
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css?simply_static_page=1707
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 239 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f72036888-z2dyoz.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:d2fb55c5c2550d1767234c8b3649b04cf2a03e10===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7203e7d1-uFLUJ2.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css?simply_static_page=1708
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css?simply_static_page=1708
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 218 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7203e7d1-uFLUJ2.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:982249600cc15da0bcb603849eb5d124341ddc46===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f72046062-tSagAQ.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css?simply_static_page=1709
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css?simply_static_page=1709
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 198 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f72046062-tSagAQ.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:3c9d293b60aff72e6ae2c13fd5848565c0964d0c===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f7204e5b0-YVSbkB.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css?simply_static_page=1710
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css?simply_static_page=1710
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:103] Filesize: 649 bytes
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/6706f7204e5b0-YVSbkB.tmp to C:\Users\franz\Local Sites\websitetestbuild\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1728509720/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-09 21:35:28] [class-ss-page.php:119] Checking Content Identical:5eddc4aa30be2758dbda6546719de123b72b6a13===. Value: FALSE
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:72] URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css
[2024-10-09 21:35:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 573
[2024-10-09 21:35:28] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/6706f72055e07-IbP2Az.tmp
[2024-10-09 21:35:28] [class-ss-page-handler.php:38] URL Prepared:http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css?simply_static_page=1711
[2024-10-09 21:35:28] [class-ss-url-fetcher.php:251] Fetching URL: http://billytheplumber.local/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css?simply_static_page=1711
